"Имя","Категории","Описание","Краткое описание","Цена","Изображения","Артикул","video_youtube","pdf_instruction","tovar_articul_product","Название атрибута 1","Значения атрибутов 1","Название атрибута 2","Значения атрибутов 2","Название атрибута 3","Значения атрибутов 3","Название атрибута 4","Значения атрибутов 4","Название атрибута 5","Значения атрибутов 5","Название атрибута 6","Значения атрибутов 6","Название атрибута 7","Значения атрибутов 7","Название атрибута 8","Значения атрибутов 8","Название атрибута 9","Значения атрибутов 9","Название атрибута 10","Значения атрибутов 10","Название атрибута 11","Значения атрибутов 11","Название атрибута 12","Значения атрибутов 12","Название атрибута 13","Значения атрибутов 13","Название атрибута 14","Значения атрибутов 14","Название атрибута 15","Значения атрибутов 15","Название атрибута 16","Значения атрибутов 16","Название атрибута 17","Значения атрибутов 17","Название атрибута 18","Значения атрибутов 18","Название атрибута 19","Значения атрибутов 19","Название атрибута 20","Значения атрибутов 20","Название атрибута 21","Значения атрибутов 21","Название атрибута 22","Значения атрибутов 22"
"Пресс 10 т. с ручным приводом KraftWell  арт. KRWPR10","Общегаражное > Прессы",,"Пресс 10 т. с ручным приводом",28025,"https://www.mkslift.ru/images/products/s_1200/10352_QZ7Tbnpu7e.jpg","KRWPR10",," https://www.mkslift.ru/UserFiles/files/Part_List/KRWPR10_PR20_detail.pdf","T943, KRWHP10, KRWPR10CYL, KRWPR10Kit, KRWFP10, HANDLE, KRWPR10-S14, KRWPR10TG10","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","напольный","Привод","ручной","Усилие","10 т","Упак. размеры","1350/260/210 Д/Ш/В, мм","Вес брутто","72 кг.","Кол-во мест","1 шт.","Цвет","серый","Вертик. ход до","135 мм.","Высота деталей до","858 мм.","Ширина рабочая макс.","454 мм.",,,,,,,,,,,,,,,,,,,,
"Пресс 20 т. с ручным приводом KraftWell  арт. KRWPR20","Общегаражное > Прессы","
			В любом автосервисе, автомастерской или даже гараже постоянно требуется проведение операции по выпрессовке/запрессовке таких деталей, как ступичный подшипник или сайлентблоки рычагов. Ранее проведение данной операции вручную требовало значительных трудовых и временных затрат. С появлением гидравлических прессов этот трудоемкий процесс значительно упростился и стал безопаснее, а широкая линейка прессов с различным максимальным усилием позволяет подобрать наиболее подходящий для выполнения тех или иных задачи.
Принцип работы гидравлического пресса заключается в создании давления гидравлического масла в рабочем цилиндре при помощи насоса. Создаваемое насосом давление перемещает шток цилиндра в вертикальной плоскости, который в свою очередь давит на деталь, расположенную между штоком и рабочим столом. Усилие, с которым давит шток контролируется по манометру, установленному на гидроцилиндре.
Несмотря на общий принцип работы, гидравлические прессы имеют три основных различия:

    Максимально развиваемое 	усилие
    Тип корпуса – 	настольный, напольный
    Привод насоса – 	ручной, ножной, пневмогидравлический, 	электрогидравлический

Гидравлические прессы KRAFTWELL, в отличие от более дешевых аналогов, изготавливаются на современном и высокоточном оборудовании одного из ведущих заводов в Китае и исключительно из высококачественных материалов в соответствии с европейскими нормами безопасности и стандартами качества, что гарантирует длительный период эксплуатации и безопасность при работе. Качество подтверждено сертификатами EAC и CE. 
Пресс KRWPR20 с ручным приводом обладает следующими особенностями:

    Максимальное развиваемое усилие – 20 тонн
    Ручной гидравлический насос с предохранительным клапаном
    Быстросборный корпус рамы напольного типа
    Регулируемый по высоте рабочий стол
    Перемещение цилиндра в горизонтальной плоскости
    Манометр, заполненный глицерином
    V-образные блоки с ограничителями перемещения
    Возможность оснащения комплектом пуансонов (опция) - KRWPS
    Индикатор крайнего положения штока
    Хромированная поверхность штока
    Автоматический возврат штока после сброса давления
    Поставляется в одной фанерной коробке","Пресс 20 т. с ручным приводом",40375,"https://www.mkslift.ru/images/products/s_1200/10353_vTn5ufN4VE.jpg, https://www.mkslift.ru/images/products/s_1200/10353_k6Se5grtZR.jpg, https://www.mkslift.ru/images/products/s_1200/10353_VVb5HAUMks.jpg, https://www.mkslift.ru/images/products/s_1200/10353_byWFZZyMg8.jpg, https://www.mkslift.ru/images/products/s_1200/10353_6r8DEt5ktz.jpg, https://www.mkslift.ru/images/products/s_1200/10353_s7Fcqwa5zN.jpg, https://www.mkslift.ru/images/products/s_1200/10353_E4k7Au7zvY.jpg, https://www.mkslift.ru/images/products/s_1200/10353_hXVRq4G9wn.jpg, https://www.mkslift.ru/images/products/s_1200/10353_exvGpKq5MA.jpg, https://www.mkslift.ru/images/products/s_1200/10353_xVZVwhMenm.jpg, https://www.mkslift.ru/images/products/s_1200/10353_XK32e8zm4D.jpg, https://www.mkslift.ru/images/products/s_1200/10353_mHtQdvxHsc.jpg, https://www.mkslift.ru/images/products/s_1200/10353_C2NBsFXw7f.jpg","KRWPR20","https://www.youtube.com/embed/tg75suRnF2s"," https://www.mkslift.ru/UserFiles/files/Part_List/KRWPR10_PR20_detail.pdf","T913, PRD20, PRD20_grey, KRWPR20Kit, KRWPR20Kit1, KRWFP20, KRWPR20Kit3, HANDLE, KRWPR20Kit2, KRWPR20TG20, KRWHP20, KRWPR20CYL","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","напольный","Привод","ручной","Усилие","20 т","Упак. размеры","1630/270/240 Д/Ш/В, мм","Вес брутто","96,5 кг.","Кол-во мест","1 шт.","Категория","Прессы","Цвет","серый","Вертик. ход до","180 мм.","Высота деталей до","955 мм.","Ширина рабочая макс.","550 мм.",,,,,,,,,,,,,,,,,,
"Платформа подъемная передвижная с гидравлическим приводом, г/п 500 кг. KraftWell  арт. KRWLT5","Общегаражное > Кантователи и держатели двигателя и коробки передач",,"Платформа подъемная передвижная с гидравлическим приводом, г/п 500 кг.",42900,"https://www.mkslift.ru/images/products/s_1200/10358_6fvp7vUmU9.jpg","KRWLT5",," https://www.mkslift.ruhttps://www.mkslift.ru/UserFiles/files/Part_List/KRW/KRWLT5.pdf","ME-650, KRWLT5Kit, KRWLT5-S124, KRWLT5-S118","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Г/п","500 кг.","Тип","стол","Привод","ручной","Клиренс","280 мм.","Упак. размеры","925/580/280 Д/Ш/В, мм","Вес брутто","78 кг.","Кол-во мест","1 шт.","Категория","Кантователи и держатели двигателя и коробки передач","Длина","840 мм.","Ширина","510 мм.","Цвет","серый","Подъем до","880 мм.",,,,,,,,,,,,,,,,
"Кран складной г/п 1000 кг. KraftWell  арт. KRWC1","Общегаражное > Кран-гуси","
			
В ежедневной работе любого автосервиса часто приходится перемещать с места на место или снимать и устанавливать на автомобиль тяжелые агрегаты, такие как двигатель и коробка переключения передач. Для осуществления этой операции требуется подъемный механизм с высокой грузоподъемностью. Одним из наиболее распространенных и удобных механизмов является гидравлический гаражный кран.
Наиболее важными факторами при выборе гаражного крана считаются его грузоподъемность, устойчивость, надежность конструкции, а также удобство работы.
Гидравлический гаражный кран KRAFTWELL, модель KRWC1 максимальной грузоподъемностью 1000 кг имеет выдвижную стрелу, вылет которой регулируется путем ее перемещения вперед и назад с последующей фиксацией в одном из четырех положений. Каждому положению стрелы соответствует своя грузоподъемность, указанная на неподвижной части стрелы. Отличительной особенностью и главным конкурентным преимуществом крана KRWC1 является двухтактный гидравлический насос, работающий на подъем стрелы при движении рукоятки как вверх, так и вниз. Это обеспечивает увеличенную скорость и эффективность подъема по сравнению с аналогичными кранами, оснащенными однотактными насосами. Предохранительный клапан, встроенный в насос, защищает от превышения максимальной нагрузки. Тем самым исключается выход из строя насоса, при попытке поднять груз весом, превышающим максимально возможный. Максимальная высота подъема при полностью выдвинутой стреле составляет 2 метра 32 сантиметра. Конструкция основания крана имеет поворотные колеса, что делает его маневренным. Высота основания 180 мм позволяет закатить кран под кузов максимально близко к автомобилю. В сложенном состоянии кран не занимает много места, обеспечивая удобство его хранения в нерабочем состоянии.
 
Конструктивные и функциональные особенности крана KRWC1:

    Максимальная грузоподъемность 1000 кг.
    Двухтактный насос экономит время и усилия механика при работе
    Выдвижная стрела с фиксацией в 4-х возможных положениях и отображением грузоподъемности
    Надежное, устойчивое и маневренное основание с 6-ю поворотными колесами
    Складная конструкция позволяет экономить место при хранении крана
    Клапан-ограничитель нагрузки обеспечивает долгую службу и безопасность при работе","Кран складной г/п 1000 кг. двухтактный",22384,"https://www.mkslift.ru/images/products/s_1200/10360_WRQMpyfRug.jpg, https://www.mkslift.ru/images/products/s_1200/10360_SveevDKzhD.jpg, https://www.mkslift.ru/images/products/s_1200/10360_emfg6mCWrc.jpg, https://www.mkslift.ru/images/products/s_1200/10360_hc2xXF46x8.jpg, https://www.mkslift.ru/images/products/s_1200/10360_6EtDtkKRyG.jpg, https://www.mkslift.ru/images/products/s_1200/10360_u8gEMRCbyf.jpg, https://www.mkslift.ru/images/products/s_1200/10360_bKxUSTcnV3.jpg, https://www.mkslift.ru/images/products/s_1200/10360_ec9gb9GUpY.jpg, https://www.mkslift.ru/images/products/s_1200/10360_GPmCZcaN4Y.jpg, https://www.mkslift.ru/images/products/s_1200/10360_FAzx8GsynZ.jpg, https://www.mkslift.ru/images/products/s_1200/10360_B7qa2vwV2R.jpg","KRWC1","https://www.youtube.com/embed/Mvm_0GNbTOM?si=mqZeoZn3BX-LPyKw","/file_process_free.php?file=file2_id:2372","KRWEL, KRWC2DCYL, KRWC3DCYL, KRWC1DCYL, KRWC1Kit, KRWC1C2WHE3, KRWC1C2WHE3.5, KRWC1CYL, KRWC2CYL","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Г/п","1000 кг.","Тип","складной","Упак. размеры","1395/320/155+740/540/90 Д/Ш/В, мм","Вес брутто","68 кг.","Кол-во мест","2 шт.","Категория","Кран-гуси","Цвет","серый","Подъем до","2320 мм.",,,,,,,,,,,,,,,,,,,,,,,,
"Кран складной г/п 2000 кг. KraftWell  арт. KRWC2","Общегаражное > Кран-гуси","
			В ежедневной работе любого автосервиса часто приходится перемещать с места на место или снимать и устанавливать на автомобиль тяжелые агрегаты, такие как двигатель и коробка переключения передач. Для осуществления этой операции требуется подъемный механизм с высокой грузоподъемностью. Одним из наиболее распространенных и удобных механизмов является гидравлический гаражный кран.
Наиболее важными факторами при выборе гаражного крана считаются его грузоподъемность, устойчивость, надежность конструкции, а также удобство работы.
Гидравлический гаражный кран KRAFTWELL, модель KRWC2 максимальной грузоподъемностью 2000 кг имеет выдвижную стрелу, вылет которой регулируется путем ее перемещения вперед и назад с последующей фиксацией в одном из четырех положений. Каждому положению стрелы соответствует своя грузоподъемность, указанная на неподвижной части стрелы. Отличительной особенностью и главным конкурентным преимуществом крана KRWC2 является двухтактный гидравлический насос, работающий на подъем стрелы при движении рукоятки как вверх, так и вниз. Это обеспечивает увеличенную скорость и эффективность подъема по сравнению с аналогичными кранами, оснащенными однотактными насосами. Предохранительный клапан, встроенный в насос, защищает от превышения максимальной нагрузки. Тем самым исключается выход из строя насоса, при попытке поднять груз весом, превышающим максимально возможный. Максимальная высота подъема при полностью выдвинутой стреле составляет 2 метра 38 сантиметров. Конструкция основания крана имеет поворотные колеса, что делает его маневренным. Высота основания 180 мм позволяет закатить кран под кузов максимально близко к автомобилю. В сложенном состоянии кран не занимает много места, обеспечивая удобство его хранения в нерабочем состоянии.
 
Конструктивные и функциональные особенности крана KRWC2:

    Максимальная грузоподъемность 2000 кг
    Двухтактный насос экономит время и усилия механика при работе
    Выдвижная стрела с фиксацией в 4-х возможных положениях и отображением грузоподъемности
    Надежное, устойчивое и маневренное основание с 6-ю поворотными колесами
    Складная конструкция позволяет экономить место при хранении крана
    Клапан-ограничитель нагрузки обеспечивает долгую службу и безопасность при работе
    Ремкомплект цилиндра в стандартной комплектации","Кран складной г/п 2000 кг. двухтактный",25500,"https://www.mkslift.ru/images/products/s_1200/10361_x4UpuFtz32.jpg, https://www.mkslift.ru/images/products/s_1200/10361_WtxfZ9Ywz2.jpg, https://www.mkslift.ru/images/products/s_1200/10361_YvvFMAfPaN.jpg, https://www.mkslift.ru/images/products/s_1200/10361_tTz9S4BRxR.jpg, https://www.mkslift.ru/images/products/s_1200/10361_Dz476ZN4Q4.jpg, https://www.mkslift.ru/images/products/s_1200/10361_sNPdRPgvW6.jpg, https://www.mkslift.ru/images/products/s_1200/10361_f4DzkypPuQ.jpg","KRWC2","https://www.youtube.com/embed/qQm41y8XQy4","/file_process_free.php?file=file2_id:2373","KRWEL, KRWC2DCYL, KRWC3DCYL, KRWC2Kit, KRWC1DCYL, KRWC1Kit, KRWC1C2WHE3.5, KRWC1CYL, KRWC2CYL","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Г/п","2000 кг.","Тип","складной","Упак. размеры","1385/305/145+830/575/80 Д/Ш/В, мм","Вес брутто","78 кг.","Кол-во мест","2 шт.","Категория","Кран-гуси","Вес","80 кг.","Цвет","серый","Подъем до","2380 мм.",,,,,,,,,,,,,,,,,,,,,,
"Съемник для демонтажа/монтажа (стяжки) пружин универсальный KraftWell  арт. KRWSCM","Общегаражное > Стяжки пружин",,"Съемник для демонтажа/монтажа (стяжки) пружин подвесок",32490,"https://www.mkslift.ru/images/products/s_1200/10362_D4aZduwqcE.jpg","KRWSCM",,"/file_process_free.php?file=file2_id:2409","KRWSCM-SKit, KRWSCM-SKit1","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","для стоек МакФерсон","Привод","ручной","Усилие","10 т","Упак. размеры","700/190/250 Д/Ш/В, мм","Вес брутто","24,5 кг.","Кол-во мест","1 шт.","Цвет","серый","Вертик. ход до","150-290 мм.","Рабочий диаметр","100-200 мм.",,,,,,,,,,,,,,,,,,,,,,
"Пресс для демонтажа/монтажа (стяжки) пружин подвесок KraftWell  арт. KRWSCS","Общегаражное > Стяжки пружин","
			Гидравлическая стяжка пружин KRWSCS с рабочим усилием 1000 кг значительно облегчает работу при проведении операции снятия и установки пружин на стойках амортизаторов автомобилей. Принцип действия основан на вертикальном перемещении штока гидроцилиндра соединенного с подвижной опорой, на которую устанавливается стойка амортизаторов. Специальный регулируемый фиксатор надежно удерживает нижнюю часть стойки и не позволяет ей перемещаться в горизонтальной плоскости. Верхняя опора стяжки имеет регулировку по вертикали и фиксируется при помощи двух винтов. Таким образом подбирается расстояние между опорами для фиксации стойки сверху с помощью крюковых захватов. Убедившись, что стойка надежно зафиксирована, можно приступать к работе. Для движения нижней опоры вверх и сжатия пружины необходимо нажимать на педаль до тех пор, пока пружина не сожмется до состояния, позволяющего открутить опорную чашку стойки. После того, как опорная чашка откручена и снята, можно приступать к возврату пружины в исходное положение и ее снятию. Для этого в конструкции предусмотрена вторая педаль, плавно сбрасывающая давление в гидроцилиндре. Таким образом, оператор может быть уверен, что пружина не выскочит и не причинит вреда. Установка новой пружины и сборка стойки производятся в обратной последовательности.
Устойчивость всей конструкции обеспечивают отверстия для крепления к полу. Это предотвращает опрокидывание и обеспечивает дополнительную безопасность во время эксплуатации.
Конструктивные и функциональные особенности гидравлической стяжки пружин KRWSCS:

    Создаваемое рабочее усилие 1000 кг
    Стационарная конструкция с креплением к полу
    Регулируемая высота верхней опоры
    Регулируемые крюковые захваты верхней опоры
    Ножной привод подъема и опускания нижней опоры (2 педали)
    Плавное опускание нижней опоры предотвращает выскакивание пружины","Пресс для демонтажа/монтажа (стяжки) пружин подвесок",16972,"https://www.mkslift.ru/images/products/s_1200/10363_ScRAmfH3aw.jpg, https://www.mkslift.ru/images/products/s_1200/10363_K5HDw6NHkM.jpg, https://www.mkslift.ru/images/products/s_1200/10363_Z8dCCXnwws.jpg, https://www.mkslift.ru/images/products/s_1200/10363_839aCy76TZ.jpg, https://www.mkslift.ru/images/products/s_1200/10363_CtytW26T5Y.jpg, https://www.mkslift.ru/images/products/s_1200/10363_y2TeuNX7Z9.jpg, https://www.mkslift.ru/images/products/s_1200/10363_E994acGgCU.jpg","KRWSCS","https://www.youtube.com/embed/55cnoE_W3Q0?si=iVHlt3f0YinieiVh","/file_process_free.php?file=file2_id:3155","KRWSCS-Skit, KRWSCSFN","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","для стоек МакФерсон","Привод","ножной","Усилие","1 т","Упак. размеры","1200/295/200 Д/Ш/В, мм","Вес брутто","40 кг.","Кол-во мест","1 шт.","Категория","Стяжки пружин","Цвет","серый","Вертик. ход до","210-570 мм.","Рабочий диаметр","400 мм.",,,,,,,,,,,,,,,,,,,,
"Стенд для разбора двигателей г/п 680 кг. KraftWell  арт. KRWES","Общегаражное > Кантователи и держатели двигателя и коробки передач","
			После демонтажа двигателя или коробки передач, для удобства разборки и последующей сборки, их необходимо надежно закрепить. В этом поможет стенд для разборки/сборки двигателя и коробок передач. Встречаются стенды различной грузоподъемности и конфигурации. Наиболее оптимальным по этим параметрам является стенд для разборки/сборки двигателя и коробок передач марки KRAFTWELL, модель KRWES. Его грузоподъемность 680 кг, а также универсальные регулируемые кронштейны, позволяют установить практически любой двигатель или коробку передач. Кроме этого, стенд оснащен поворотным механизмом, вращающимся на 360 градусов с возможностью фиксации в любом положении для обеспечения легкого доступа к узлам двигателя. Устойчивое основание с поворотными колесами обеспечивает маневренность и удобство позиционирования относительно моторного отсека, а также легкость перемещения по цеху.
 
Конструктивные и функциональные особенности KRWES:
 

    Грузоподъемность 680 кг
    Регулируемые кронштейны крепления двигателя (4 шт.)
    Вращение и фиксация в пределах 360 градусов
    Удобство позиционирования относительно моторного отсека автомобиля
    Устойчивая и безопасная передвижная конструкция на поворотных колесах
    Увеличенный срок эксплуатации, благодаря применению высококачественных материалов.","Стенд для разбора двигателей г/п 680 кг.",13775,"https://www.mkslift.ru/images/products/s_1200/10364_B8BttfcmN5.jpg, https://www.mkslift.ru/images/products/s_1200/10364_4yPyEXfZwp.jpg, https://www.mkslift.ru/images/products/s_1200/10364_E37fSDGmUf.jpg, https://www.mkslift.ru/images/products/s_1200/10364_tm6unNCH4g.jpg, https://www.mkslift.ru/images/products/s_1200/10364_Hu8xhWHBX2.jpg, https://www.mkslift.ru/images/products/s_1200/10364_988Gvv4f3f.jpg","KRWES","https://www.youtube.com/embed/AjBQ-fhlmIA","/file_process_free.php?file=file2_id:2400",,"Бренд","KraftWell (КНР)","Гарантия","12 мес.","Г/п","680 кг.","Упак. размеры","890/250/230 Д/Ш/В, мм","Вес брутто","28 кг.","Кол-во мест","1 шт.","Категория","Кантователи и держатели двигателя и коробки передач","Длина","863 мм.","Ширина","863 мм.","Высота","830 мм.","Цвет","серый",,,,,,,,,,,,,,,,,,,,,,
"Лежак подкатной KraftWell  арт. KRWTR","Общегаражное > Лежаки, мебель","
			Использование подкатного лежака KRWTR создает дополнительное удобство при работе автомеханика под автомобилем. Шесть поворотных колес обеспечивают маневренность при перемещении, металлический каркас выдерживает нагрузку до 120 кг, а рабочая поверхность, изготовленная из мягкого материала, делает работу комфортной.","Лежак подкатной. Длина 940 мм. Шесть поворотных колес. Устойчивая рама",3705,"https://www.mkslift.ru/images/products/s_1200/10366_gccdA8fqU7.jpg, https://www.mkslift.ru/images/products/s_1200/10366_uvZ59TNkKq.jpg, https://www.mkslift.ru/images/products/s_1200/10366_suQMATmhgw.jpg, https://www.mkslift.ru/images/products/s_1200/10366_aB2spAP8UQ.jpg, https://www.mkslift.ru/images/products/s_1200/10366_N2VmmSGfdd.jpg","KRWTR","https://www.youtube.com/embed/BVZtY4ppKKU?si=w3J6lCCYuytQSC3A","/file_process_free.php?file=file2_id:3001",,"Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","лежак","Упак. размеры","940/390/90 Д/Ш/В, мм","Вес брутто","5 кг.","Кол-во мест","1 шт.","Категория","Лежаки, мебель","Цвет","серый",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Стойка опорная г/п 3000 кг. KraftWell  арт. KRWJS3","Общегаражное > Стойки опорные","
			Главным образом, применение опорных стоек в первую очередь связано с необходимостью обеспечить безопасность работ при обслуживании автомобилей. Часто опорные стойки называют страховочными. Такое название вполне оправданно, из-за прямого их назначения – страховать поднятый на небольшую высоту автомобиль от падения и его последствий в виде повреждений деталей автомобиля и причинения травм механику. Практически каждый автосервис или шиномонтажная мастерская, которые заботятся о безопасности, используют опорные стойки в своей ежедневной работе. Ведь стоимость затрат на устранение последствий пренебрежения безопасностью может многократно превышать стоимость комплекта опорных стоек.
Комплект опорных стоек KRWJS3 обладает следующими конструктивными и функциональными особенностями:

    Грузоподъемность каждой стойки 3000 кг
    Регулируемая высота в диапазоне 285-425 мм
    Зубчатый механизм фиксации опорного седла
    Прочная сварная конструкция
    Пластины на опорных ножках
    Две стойки в упаковке","Стойка опорная г/п 3000 кг., в комплекте 2 шт.",2470,"https://www.mkslift.ru/images/products/s_1200/10368_xbuwf8pB36.jpg, https://www.mkslift.ru/images/products/s_1200/10368_vg7MCM3M8G.jpg, https://www.mkslift.ru/images/products/s_1200/10368_uUE3aeVp7x.jpg, https://www.mkslift.ru/images/products/s_1200/10368_vcTa8NtSTN.jpg, https://www.mkslift.ru/images/products/s_1200/10368_ddAdZHs3Kt.jpg, https://www.mkslift.ru/images/products/s_1200/10368_5htaZhUDdY.jpg, https://www.mkslift.ru/images/products/s_1200/10368_wrfAt2yNtA.jpg, https://www.mkslift.ru/images/products/s_1200/10368_aQHD747RKx.jpg, https://www.mkslift.ru/images/products/s_1200/10368_wC9YMR9NqE.jpg, https://www.mkslift.ru/images/products/s_1200/10368_FAnVTv7BPk.jpg, https://www.mkslift.ru/images/products/s_1200/10368_zTXtMnnxNm.jpg, https://www.mkslift.ru/images/products/s_1200/10368_3wCZkuxUcF.jpg, https://www.mkslift.ru/images/products/s_1200/10368_V8sxwCD7wR.jpg, https://www.mkslift.ru/images/products/s_1200/10368_7fNWfxf4up.jpg","KRWJS3","https://www.youtube.com/embed/a24vtEl_-sA?si=fZoG4jPYqIs1yPvi"," ","KRWFJ5, KRWFJ10, KRWFJ20, KRWFJ3L, KRWFJ3D","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Г/п","3000 кг.","Упак. размеры","200/190/335 Д/Ш/В, мм","Вес брутто","5.8 кг.","Кол-во мест","1 шт.","Категория","Стойки опорные","Цвет","серый","Подъем до","425 мм.","Подъем от","285 мм.",,,,,,,,,,,,,,,,,,,,,,,,
"Стойка опорная г/п 6000 кг. KraftWell  арт. KRWJS6","Общегаражное > Стойки опорные","
			Главным образом, применение опорных стоек в первую очередь связано с необходимостью обеспечить безопасность работ при обслуживании автомобилей. Часто опорные стойки называют страховочными. Такое название вполне оправданно, из-за прямого их назначения – страховать поднятый на небольшую высоту автомобиль от падения и его последствий в виде повреждений деталей автомобиля и причинения травм механику. Практически каждый автосервис или шиномонтажная мастерская, которые заботятся о безопасности, используют опорные стойки в своей ежедневной работе. Ведь стоимость затрат на устранение последствий пренебрежения безопасностью может многократно превышать стоимость комплекта опорных стоек.
Комплект опорных стоек KRWJS6 обладает следующими конструктивными и функциональными особенностями:

    Грузоподъемность каждой стойки 6000 кг
    Регулируемая высота в диапазоне 390-605 мм
    Зубчатый механизм фиксации опорного седла
    Прочная сварная конструкция
    Пластины на опорных ножках
    Две стойки в упаковке","Стойка опорная г/п 6000 кг., в комплекте 2 шт.",3990,"https://www.mkslift.ru/images/products/s_1200/10369_vpHqPnHhu8.jpg, https://www.mkslift.ru/images/products/s_1200/10369_VbzHU3UUm3.jpg, https://www.mkslift.ru/images/products/s_1200/10369_zcCgbmp3pm.jpg, https://www.mkslift.ru/images/products/s_1200/10369_g5Kac44QzN.jpg, https://www.mkslift.ru/images/products/s_1200/10369_H9DvNnpqd7.jpg, https://www.mkslift.ru/images/products/s_1200/10369_FEE4RSm7qS.jpg, https://www.mkslift.ru/images/products/s_1200/10369_H9YMCbAbQ4.jpg, https://www.mkslift.ru/images/products/s_1200/10369_W2MSs3raNq.jpg, https://www.mkslift.ru/images/products/s_1200/10369_CtSD5hU2NE.jpg, https://www.mkslift.ru/images/products/s_1200/10369_5VYNn6Z4kp.jpg, https://www.mkslift.ru/images/products/s_1200/10369_UdktZU3shT.jpg, https://www.mkslift.ru/images/products/s_1200/10369_EUfqy7Q6et.jpg, https://www.mkslift.ru/images/products/s_1200/10369_zspzBSnet4.jpg, https://www.mkslift.ru/images/products/s_1200/10369_vst5DTwEkB.jpg, https://www.mkslift.ru/images/products/s_1200/10369_vYtR6NnRGd.jpg","KRWJS6","https://www.youtube.com/embed/LWBXatSk27g?si=beRNttmnBWBJf5Fk"," ","KRWFJ10, KRWFJ20, C6","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Г/п","6000 кг.","Упак. размеры","325/300/450 Д/Ш/В, мм","Вес брутто","14.8 кг.","Кол-во мест","1 шт.","Категория","Стойки опорные","Вес","14 кг.","Цвет","серый","Подъем до","605 мм.","Подъем от","390 мм.",,,,,,,,,,,,,,,,,,,,,,
